prior,iteration,log_X,order_mean,order_std,order_q16,order_q50,order_q84,symmetry_mean,symmetry_std,symmetry_q16,symmetry_q50,symmetry_q84,ising_mean,ising_std,ising_q16,ising_q50,ising_q84,n_runs
cppn,55,-1.12,0.07782935843033108,0.016997553144360487,0.06581898461329685,0.08430775494295595,0.08988266363603599,0.6239453125,0.12133656910364911,0.49992187499999996,0.6220703125,0.723,0.9796875,0.002279627942619072,0.9785483870967742,0.979586693548387,0.9821370967741936,10
cppn,56,-1.14,0.08082125930522795,0.01682582120439977,0.06751067511958307,0.08572540122037797,0.09129207282094785,0.629921875,0.10392488215361305,0.55359375,0.6400390625,0.7190156249999999,0.9801915322580645,0.001988639882920095,0.9785483870967742,0.9803427419354839,0.9821370967741936,10
cppn,57,-1.16,0.08237148129500382,0.01665883314354474,0.07028193297990014,0.0862814852977567,0.09305840230390143,0.620390625,0.1292664894851695,0.501671875,0.5908203125,0.723421875,0.9789818548387098,0.003116588140865715,0.9749596774193549,0.9805947580645161,0.9811290322580645,10
cppn,58,-1.18,0.08433038339319102,0.016312066396233525,0.07035477964632925,0.08819452191777477,0.09623688587832875,0.6018359375,0.1227278367816994,0.48596875,0.6056640625,0.707734375,0.9794354838709678,0.002611473014479222,0.9768548387096774,0.9803427419354839,0.9814112903225807,10
cppn,59,-1.2,0.08632179851998503,0.016240868529023643,0.07382270019166806,0.09046733676382954,0.0991006226566499,0.57953125,0.1404516678681476,0.457328125,0.556640625,0.7224062499999999,0.9795362903225806,0.0035338217271868155,0.9792741935483871,0.9808467741935484,0.9811290322580645,10
cppn,60,-1.22,0.08856892695701646,0.015618437401832207,0.07493320112068153,0.09199210905717908,0.10044447950790578,0.6012109375000001,0.10679424444811586,0.47951562499999995,0.623046875,0.701296875,0.979586693548387,0.00159831128951953,0.9785483870967742,0.979586693548387,0.9811290322580645,10
cppn,61,-1.24,0.08993145740914946,0.01612748081132529,0.07607811495485528,0.09273887566722225,0.10171693649459924,0.5612890625,0.11941196759125426,0.44446875,0.5658203125000001,0.665484375,0.9798891129032258,0.001704294980230635,0.9780443548387097,0.9800907258064515,0.9813508064516129,10
cppn,62,-1.26,0.09222963552129158,0.015504541056905782,0.0769355525597348,0.09690803184385764,0.10288328352954228,0.5726171875,0.13881471882958588,0.43267187500000004,0.580078125,0.6194062499999999,0.9791834677419354,0.0030892970012078745,0.9787701612903226,0.9798387096774194,0.9808467741935484,10
cppn,63,-1.28,0.09432774209119359,0.015458546657856164,0.08096836388188709,0.09858647762788894,0.10511701634955174,0.6350390625,0.10910495712560149,0.54159375,0.6298828125,0.73840625,0.977570564516129,0.0025837628526931638,0.9762500000000001,0.9783266129032258,0.9788306451612903,10
cppn,64,-1.3,0.09691894458496639,0.015620183449886669,0.08287325391709639,0.09996483634920579,0.1110543994793582,0.5461328125,0.09472733658761608,0.446140625,0.5537109375,0.6290781249999999,0.979133064516129,0.002647968858178175,0.9783266129032258,0.9790826612903225,0.9808467741935484,10
